,gendered,neutral
175,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Sonia y Sandra serán las responsables de coordinar el departamento de Educación Física.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Sonia y Sandra serán las responsables de coordinar el departamento de Educación Física.
176,Habla con tu médico para averiguar si necesitas que se modifique tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico para averiguar si necesitas que se modifique tu dosis de paracetamol o del resto medicamentos que tienes prescritos
177,Cuando el alumno inclusión en el plan de estudios comenzará el proceso,Cuando se inclusión en el plan de estudios comenzará el proceso
178,Establecer un protocolo de actuación para todos las profesoras de manera unívoca,Establecer un protocolo de actuación para todo el profesorado de manera unívoca
179,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los especializados en su cirujía,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal experto en su cirujía
180,Es importante cubrir las carencias que presenta el promotor incorporando personal cualificado con un perfil diferente para compensar los fallos,Es importante cubrir las carencias que presenta el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los fallos
181,"Debido a esto , el premio se repartirá a las candidaturas selecccionadas tras acabar la prueba","Debido a esto , el premio se repartirá a las candidaturas selecccionadas tras acabar la prueba"
182,Los formadores Adolfo y Germán impartirán el temario de Conocimiento del Medio.,Los formadores Adolfo y Germán impartirán el temario de Conocimiento del Medio.
183,Las profesoras Isabel y Dolores impartirán el temario de Física.,Las profesoras Isabel y Dolores impartirán el temario de Física.
184,Los formadores Alejandro y Manuel impartirán la asignatura de Tecnología.,Los formadores Alejandro y Manuel impartirán la asignatura de Tecnología.
185,"Debido a esto , el premio podrá asignarse totalmente a las candidatas seleccionadas en una ceremonia","Debido a esto , el premio podrá asignarse totalmente a las candidaturas selecccionadas en una ceremonia"
186,Los interesados en Montenegro y China pueden leerlo en sus idiomas locales,Las personas interesadas en Montenegro y China pueden leerlo en sus idiomas locales
187,el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.,el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.
188,Tenemos que solventar los problemas que presenta el promotor añadiendo personal con un perfil diferente para compensar los erroes pasados,Tenemos que solventar los problemas que presenta el personal promotor añadiendo personal con un perfil diferente para compensar los erroes pasados
189,Es crucial cubrir las carencias que tiene el promotor añadiendo personal cualificado con un perfil diferente para compensar los fallos,Es crucial cubrir las carencias que tiene el equipo promotor añadiendo personal cualificado con un perfil diferente para compensar los fallos
190,Todos los asistentes al viaje optendrá un dosier explicativo,Cada asistente al viaje optendrá un dosier explicativo
191,Los intermediarios de la venta se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay problemas legales pendientes,El equipo intermediadior de la venta se ocupará también de saber si la oficina tiene todas sus cuentas al día y si no hay problemas legales pendientes
192,Los intermediarios de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas y si no hay cargas,Las personas intermediarias de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas y si no hay cargas
193,"Debido a esto , la cuantía económica estipulada se entregará totalmente a los candidatos seleccionados en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará totalmente a las candidaturas selecccionadas en una ceremonia"
194,las conferenciantes deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación
195,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Literatura.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Marcos y Ricardo serán los responsables de coordinar el departamento de Literatura.
196,Los docentes Leo y Daniel impartirán el temario de Geología.,Los docentes Leo y Daniel impartirán el temario de Geología.
197,"Por una orden , la directora del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.","Por una orden , la dirección del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu."
198,Los docentes Fernando y Javier impartirán el temario de Matemáticas.,Los docentes Fernando y Javier impartirán el temario de Matemáticas.
199,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Rosario e Inmaculada serán las responsables de coordinar el departamento de Literatura.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Rosario e Inmaculada serán las responsables de coordinar el departamento de Literatura.
200,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Miriam y Elena serán las responsables de coordinar el departamento de Educación Física.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Miriam y Elena serán las responsables de coordinar el departamento de Educación Física.
201,Habla con tu médico para ver si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que consumes de manera habitual,Habla con tu médico para ver si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que consumes de manera habitual
202,Los formadores Martín y Lucas impartirán el temario de Literatura.,Los formadores Martín y Lucas impartirán el temario de Literatura.
203,Los intermediarios del acuerdo se ocuparán también de saber si el local tiene las deudas saldadas y si no hay cargas,El equipo intermediadior del acuerdo se ocupará también de saber si el local tiene las deudas saldadas y si no hay cargas
204,"La de Madrid organizada por los directores del departamento de finanzas , acontecerá el 14 de mayo","La de Madrid organizada por el equipo directivo del departamento de finanzas , acontecerá el 14 de mayo"
205,"En muchos casos , los partidos funcionan únicamente como vehículo para que alguno pueda hacerse con el control o mantenerse con él","En muchos casos , los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control o mantenerse con él"
206,Los intermediarios del acuerdo se ocuparán también de saber si la casa tiene las deudas saldadas,El personal intermediador del acuerdo se ocupará también de saber si la casa tiene las deudas saldadas
207,Considerando que debe protegerse eficazmente a las trabajadoras del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse eficazmente al personal del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación
