gendered,neutral,difficulty
Todos los ponentes al congreso obtendrán un dossier explicativo,Cada ponente al congreso obtendrá un dossier explicativo,dificultades_variadas
Las profesoras Mariana y Jimena impartirán la asignatura de Física.,Las profesoras Mariana y Jimena impartirán la asignatura de Física.,nombres_propios
Los formadores Hugo y Mateo impartirán la asignatura de Educación Física.,Los formadores Hugo y Mateo impartirán la asignatura de Educación Física.,no_cambia
Otro campo de acción importante fueron los hospitales donde se trabaja con los médicos,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal médico,dificultades_variadas
Las formadoras Mariana y Jimena impartirán la asignatura de Matemáticas.,Las formadoras Mariana y Jimena impartirán la asignatura de Matemáticas.,nombres_propios
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder,dificultades_variadas
El personal intermediador del acuerdo se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay cargas,El personal intermediador del acuerdo se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay cargas,no_cambia
Las personas intermediarias del acuerdo se ocuparán también de saber si el local tiene las deudas saldadas,Las personas intermediarias del acuerdo se ocuparán también de saber si el local tiene las deudas saldadas,no_cambia
"No obstante, los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la información del estadio.","No obstante , los y las aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la información del estadio.",dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por los especialistas en su cirugía,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en su cirugía,dificultades_variadas
todos los que hablamos nos hemos disculpado,las personas que hablamos nos hemos disculpado,dificultades_variadas
Estos ordenadores permitirán que los administrativos trabajen con más celeridad,Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad,dificultades_variadas
Ayer vimos en la fiesta a las médicas y sus maridos,Ayer vimos en la fiesta al personal médico y sus parejas,dificultades_variadas
También necesita que las políticas se formulen con los colaboradores de los líderes indígenas,También necesita que las políticas se formulen en colaboración con los líderes indígenas,dificultades_variadas
"los organizadores de los programas sabían que, para ser efectivos , era necesario acompañar la participación","el equipo organizador de los programas sabía que , para ser efectivos , era necesario acompañar la participación",dificultades_variadas
Todos los ponentes al viaje contarán con una carpeta con materiales,Cada ponente al viaje contará con una carpeta con materiales,dificultades_variadas
Las páginas web podrán reenviar la información sin olvidar nunca la procedencia y el autor de las encuestas,Las páginas web podrán reenviar la información sin olvidar nunca la procedencia y la autoría de las encuestas,dificultades_variadas
"Cuando los beneficiarios de una asignación por minusvalía fallezcan, se aplicará el protocolo","Cuando las personas beneficiarias de una asignación por minusvalía fallezcan, se aplicará el protocolo",dificultades_variadas
Todos los ponentes al viaje contarán con un regalo,Cada ponente al viaje contará con un regalo,dificultades_variadas
Todos los ponentes al viaje obtendrán una carpeta con materiales,Cada ponente al viaje obtendrá una carpeta con materiales,dificultades_variadas
los estudiantes se integran en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,el estudiantado se integra en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,dificultades_variadas
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control o mantenerlo,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control o mantenerse con él,dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,no_cambia
Todos los ponentes al congreso recibirán una acreditación,Cada ponente al congreso recibirá una acreditación,dificultades_variadas
Disfruto de que seáis vosotros quienes de vez en cuando me lea algo,Disfruto de que me leáis algo de vez en cuando,dificultades_variadas
Otro campo de acción importante han sido los hospitales privados donde se trabaja con los enfermeros codo con codo,Otro campo de acción importante han sido los hospitales privados donde se trabaja con el personal sanitario codo con codo,dificultades_variadas
"Cuando son niños, no saben caminar correctamente","En su niñez, no saben caminar correctamente",dificultades_variadas
Todos los asistentes al congreso contarán con una carpeta con materiales,Cada asistente al congreso contará con una carpeta con materiales,dificultades_variadas
Durante su ingreso no debe tomar vitaminas que no le sean suministradas por los especialistas de nuestro centro,Durante su ingreso no debe tomar vitaminas que no le sean suministradas por el personal experto de nuestro centro,dificultades_variadas
"Trascurrido este tiempo , los limpiadores retirarán todas las mesas y las sillas","Trascurrido este tiempo , el personal de limpieza retirará todas las mesas y las sillas",dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en este caso,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en este caso,no_cambia
Se ha comunicado a los ciudadanos los resultados de la votación,Se ha comunicado a la ciudadanía los resultados de la votación,dificultades_variadas
Estos ordenadores permitirán que los administrativos trabajen con más rapidez,Estos ordenadores permitirán que el personal administrativo trabaje con más rapidez,dificultades_variadas
Otro campo de acción importante fueron los hospitales donde se trabaja con los enfermeros de manera estrecha,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas
Estos servicios permitirán que los administrativos trabajen con más rapidez y realicen sus actividades de manera más óptima,Estos servicios permitirán que el personal administrativo trabaje con más rapidez y realice sus actividades de manera más óptima,dificultades_variadas
Estas herramientas permitirán que los administrativos trabajen con más celeridad,Estas herramientas permitirán que el personal administrativo trabaje con más celeridad,dificultades_variadas
Todos tenemos una imagen de nosotros mismos,Cada persona tiene una imagen de sí misma,dificultades_variadas
Podrá solicitar la beca todo estudiante que se haya matriculado en la Universidad de Jaén.,Podrá solicitar la beca cualquier estudiante que se haya matriculado en la Universidad de Jaén.,no_cambia
Durante su ingreso no debe tomar vitaminas que no le sean suministradas por los especialistas en su cirugía,Durante su ingreso no debe tomar vitaminas que no le sean suministradas por el personal experto en su cirugía,dificultades_variadas
